YEAR,DATE,SITE,GROUP,TREATMENT,ID,FLUX PLOT ID,VEGETATION TYPE,PLOT SIZE,SPECIES,FUNCTIONAL TYPE,TISSUE,LEAF AREA ,DRY BIOMASS kg ,DRY BIOMASS g,SLA ,%C,%N,CARBON,NITROGEN ,C:N RATIO,C/LA ,C/LM,N/LA ,N/LM ,comments,,
2005,18-Aug,Abisko,Stepps,Control,13,B3,Betula,26cm circle,VAC VIT,E,ALL,0.00298,0.00081,0.808,3.689,49.756,0.942,0.402,0.008,52.829,134.879,497.557,2.553,9.418,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,18-Aug,Abisko,Stepps,Control,13,B3,Betula,26cm circle,SAL REP,D,ALL,0.00114,0.00006,0.061,18.686,,,,,,,,,,No C or N estimate available: insignificant contribution to total C & N of harvest ,,
2005,18-Aug,Abisko,Stepps,Control,13,B3,Betula,26cm circle,PED SPP,F,ALL,0.00078,0.00004,0.037,21.226,43.681,1.248,0.016,0.000,35.001,20.579,436.810,0.588,12.480,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,18-Aug,Abisko,Stepps,Control,14,X2,Salix,26cm circle,SAL PUL,D,ALL,0.07513,0.00834,8.342,9.006,47.733,1.834,3.982,0.153,26.027,52.999,477.330,2.036,18.340,,,
2005,18-Aug,Abisko,Stepps,Control,14,X2,Salix,26cm circle,EMP NIG,E,ALL,0.02008,0.00367,3.674,5.467,51.896,1.106,1.907,0.041,46.922,94.925,518.960,2.023,11.060,,,
2005,18-Aug,Abisko,Stepps,Control,14,X2,Salix,26cm circle,VAC VIT,E,ALL,0.00585,0.00081,0.814,7.189,50.072,0.820,0.407,0.007,61.063,69.647,500.720,1.141,8.200,,,
2005,18-Aug,Abisko,Stepps,Control,14,X2,Salix,26cm circle,CAR SPP,S,ALL,0.00477,0.00033,0.332,14.379,40.153,1.713,0.133,0.006,23.437,27.925,401.533,1.191,17.133,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,18-Aug,Abisko,Stepps,Control,14,X2,Salix,26cm circle,EQU SPP,P,ALL,0.00257,0.00032,0.322,7.991,37.698,1.029,0.121,0.003,36.653,47.173,376.975,1.287,10.285,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,18-Aug,Abisko,Stepps,Control,14,X2,Salix,26cm circle,RUB CHA,F,ALL,0.00160,0.00010,0.099,16.192,43.755,1.914,0.043,0.002,22.861,27.023,437.550,1.182,19.140,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,18-Aug,Abisko,Stepps,Control,14,X2,Salix,26cm circle,PHY CAR,E,ALL,0.00159,0.00022,0.220,7.191,50.313,1.231,0.111,0.003,40.872,69.962,503.130,1.712,12.310,,,
2005,18-Aug,Abisko,Stepps,Control,14,X2,Salix,26cm circle,VAC ULI,D,ALL,0.00102,0.00010,0.102,10.000,48.096,1.610,0.049,0.002,29.873,48.096,480.960,1.610,16.100,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,18-Aug,Abisko,Stepps,Control,14,X2,Salix,26cm circle,PED SPP,F,ALL,0.00013,0.00001,0.006,21.452,43.681,1.248,0.003,0.000,35.001,20.363,436.810,0.582,12.480,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,18-Aug,Abisko,Stepps,Control,14,X2,Salix,26cm circle,UNK FORB,F,ALL,0.00011,0.00001,0.005,20.556,43.340,3.484,0.002,0.000,12.440,21.084,433.400,1.695,34.840,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,18-Aug,Abisko,Stepps,Control,14,X2,Salix,26cm circle,BET NAN,D,ALL,0.00005,0.00001,0.005,9.259,48.938,1.999,0.003,0.000,24.486,52.853,489.382,2.159,19.986,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,18-Aug,Abisko,Stepps,Control,15,X3,Salix,26cm circle,BET NAN,D,ALL,0.02764,0.00224,2.244,12.320,48.203,2.012,1.081,0.045,23.958,39.126,482.030,1.633,20.120,,,
2005,18-Aug,Abisko,Stepps,Control,15,X3,Salix,26cm circle,SAL PUL,D,ALL,0.02608,0.00239,2.391,10.909,47.614,1.668,1.138,0.040,28.546,43.647,476.140,1.529,16.680,,,
2005,18-Aug,Abisko,Stepps,Control,15,X3,Salix,26cm circle,VAC MYR,D,ALL,0.01655,0.00071,0.706,23.441,47.512,1.540,0.335,0.011,30.852,20.269,475.120,0.657,15.400,,,
2005,18-Aug,Abisko,Stepps,Control,15,X3,Salix,26cm circle,EMP NIG,E,ALL,0.01161,0.00177,1.773,6.552,52.830,1.059,0.937,0.019,49.887,80.637,528.300,1.616,10.590,,,
2005,18-Aug,Abisko,Stepps,Control,15,X3,Salix,26cm circle,VAC VIT,E,ALL,0.00893,0.00111,1.113,8.018,49.394,0.868,0.550,0.010,56.938,61.606,493.940,1.082,8.675,,,
2005,18-Aug,Abisko,Stepps,Control,15,X3,Salix,26cm circle,VAC ULI,D,ALL,0.00252,0.00014,0.141,17.844,48.096,1.610,0.068,0.002,29.873,26.954,480.960,0.902,16.100,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,18-Aug,Abisko,Stepps,Control,15,X3,Salix,26cm circle,EQU SPP,P,ALL,0.00136,0.00008,0.080,16.966,37.698,1.029,0.030,0.001,36.653,22.219,376.975,0.606,10.285,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,18-Aug,Abisko,Stepps,Control,15,X3,Salix,26cm circle,SAL REP,D,ALL,0.00121,0.00004,0.042,28.652,,,,,,,,,,No C or N estimate available: insignificant contribution to total C & N of harvest ,,
2005,18-Aug,Abisko,Stepps,Control,15,X3,Salix,26cm circle,GRASS,G,ALL,0.00107,0.00009,0.089,11.957,42.237,1.523,0.038,0.001,27.733,35.323,422.370,1.274,15.230,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2005,18-Aug,Abisko,Stepps,Control,15,X3,Salix,26cm circle,LYC SPP,P,ALL,0.00066,0.00005,0.046,14.208,47.587,0.916,0.022,0.000,51.980,33.493,475.873,0.644,9.155,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LD1,LD1,Dryas,20cm x 20cm,DRY OCT,E,NL,0.01606,0.00121,1.214,13.227,50.249,2.006,0.610,0.024,25.049,37.989,502.490,1.517,20.060,,,
2004,8-Aug,Abisko,Latnja,Control,LD1,LD1,Dryas,20cm x 20cm,CAR SPP,S,NL,0.01062,0.00044,0.443,23.968,44.432,2.220,0.197,0.010,20.014,18.538,444.320,0.926,22.200,,,
2004,8-Aug,Abisko,Latnja,Control,LD1,LD1,Dryas,20cm x 20cm,SAL RET,D,NL,0.00881,0.00067,0.672,13.106,44.925,1.450,0.302,0.010,30.983,34.279,449.250,1.106,14.500,,,
2004,8-Aug,Abisko,Latnja,Control,LD1,LD1,Dryas,20cm x 20cm,SIL ACA,F,NL+OL,0.00550,0.00026,0.265,20.758,39.762,2.322,0.105,0.006,17.124,19.155,397.620,1.119,23.220,,,
2004,8-Aug,Abisko,Latnja,Control,LD1,LD1,Dryas,20cm x 20cm,VAC ULI,D,NL,0.00352,0.00018,0.178,19.742,49.100,2.372,0.088,0.004,20.704,24.870,490.995,1.201,23.715,,,
2004,8-Aug,Abisko,Latnja,Control,LD1,LD1,Dryas,20cm x 20cm,VAC VIT,E,NL,0.00315,0.00021,0.210,14.974,49.862,1.046,0.105,0.002,47.669,33.299,498.620,0.699,10.460,,,
2004,8-Aug,Abisko,Latnja,Control,LD1,LD1,Dryas,20cm x 20cm,OXY DIG,F,NL,0.00273,0.00013,0.125,21.800,40.594,2.437,0.051,0.003,16.657,18.621,405.940,1.118,24.370,,,
2004,8-Aug,Abisko,Latnja,Control,LD1,LD1,Dryas,20cm x 20cm,VAC VIT,E,OL,0.00272,0.00025,0.247,11.011,50.085,1.325,0.124,0.003,37.800,45.488,500.850,1.203,13.250,,,
2004,8-Aug,Abisko,Latnja,Control,LD1,LD1,Dryas,20cm x 20cm,GRAMMINOID,GRM,NL,0.00242,0.00013,0.126,19.167,44.381,2.197,0.056,0.003,20.205,23.155,443.810,1.146,21.965,Thin grass.  %C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date  ,,
2004,8-Aug,Abisko,Latnja,Control,LD1,LD1,Dryas,20cm x 20cm,POL VIP,F,NL,0.00218,0.00014,0.142,15.359,46.405,2.486,0.066,0.004,18.670,30.213,464.050,1.618,24.855,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LD1,LD1,Dryas,20cm x 20cm,PYR MIN,F,NL,0.00112,0.00009,0.089,12.551,,,,,,,,,,No C or N estimate available: insignificant contribution to total C & N of harvest ,,
2004,8-Aug,Abisko,Latnja,Control,LD1,LD1,Dryas,20cm x 20cm,THA ALP,F,NL,0.00067,0.00004,0.044,15.205,44.073,2.342,0.019,0.001,18.819,28.987,440.730,1.540,23.420,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LD1,LD1,Dryas,20cm x 20cm,AST ALP,F,NL,0.00049,0.00002,0.015,32.667,,,,,,,,,,No C or N estimate available: insignificant contribution to total C & N of harvest ,,
2004,8-Aug,Abisko,Latnja,Control,LD1,LD1,Dryas,20cm x 20cm,RAN SPP,F,NL,0.00048,0.00003,0.025,19.080,,,,,,,,,,No C or N estimate available: insignificant contribution to total C & N of harvest ,,
2004,8-Aug,Abisko,Latnja,Control,LD1,LD1,Dryas,20cm x 20cm,BAR ALP,F,NL,0.00017,0.00001,0.010,16.500,,,,,,,,,,No C or N estimate available: insignificant contribution to total C & N of harvest ,,
2004,8-Aug,Abisko,Latnja,Control,LD2,LD2,Dryas,20cm x 20cm,VAC VIT,E,OL,0.00329,0.00037,0.369,8.911,50.283,0.801,0.186,0.003,62.775,56.429,502.830,0.899,8.010,,,
2004,8-Aug,Abisko,Latnja,Control,LD2,LD2,Dryas,20cm x 20cm,VAC VIT,E,NL,0.00273,0.00027,0.274,9.972,49.884,0.958,0.137,0.003,52.071,50.023,498.840,0.961,9.580,,,
2004,8-Aug,Abisko,Latnja,Control,LD2,LD2,Dryas,20cm x 20cm,CAS TET,E,OL+OS,0.00267,0.00140,1.400,1.907,54.341,1.114,0.761,0.016,48.780,284.934,543.410,5.841,11.140,,,
2004,8-Aug,Abisko,Latnja,Control,LD2,LD2,Dryas,20cm x 20cm,SAL RET,D,NL,0.00227,0.00026,0.260,8.748,44.406,1.769,0.115,0.005,25.102,50.761,444.060,2.022,17.690,,,
2004,8-Aug,Abisko,Latnja,Control,LD2,LD2,Dryas,20cm x 20cm,PHY CAE,E,OL,0.00210,0.00104,1.036,2.026,47.987,0.997,0.497,0.010,48.131,236.898,479.870,4.922,9.970,,,
2004,8-Aug,Abisko,Latnja,Control,LD2,LD2,Dryas,20cm x 20cm,VAC ULI,D,NL,0.00121,0.00017,0.169,7.178,48.976,2.213,0.083,0.004,22.131,68.235,489.760,3.083,22.130,,,
2004,8-Aug,Abisko,Latnja,Control,LD2,LD2,Dryas,20cm x 20cm,CAR SPP,S,NL,0.00112,0.00031,0.307,3.651,45.029,2.568,0.138,0.008,17.534,123.318,450.290,7.033,25.681,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LD2,LD2,Dryas,20cm x 20cm,PHY CAE,E,NL,0.00087,0.00052,0.521,1.663,49.908,1.309,0.260,0.007,38.127,300.060,499.080,7.870,13.090,,,
2004,8-Aug,Abisko,Latnja,Control,LD2,LD2,Dryas,20cm x 20cm,POL VIP,F,NL,0.00078,0.00007,0.066,11.833,46.405,2.486,0.031,0.002,18.670,39.215,464.050,2.100,24.855,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LD2,LD2,Dryas,20cm x 20cm,CAS TET,E,NL+NS,0.00055,0.00038,0.379,1.441,55.114,1.487,0.209,0.006,37.064,382.568,551.140,10.322,14.870,,,
2004,8-Aug,Abisko,Latnja,Control,LD2,LD2,Dryas,20cm x 20cm,AST ALP,F,NL,0.00044,0.00005,0.047,9.447,,,,,,,,,,No C or N estimate available: insignificant contribution to total C & N of harvest ,,
2004,8-Aug,Abisko,Latnja,Control,LD2,LD2,Dryas,20cm x 20cm,RHO LAP,E,NL,0.00027,0.00013,0.125,2.149,51.919,1.007,0.065,0.001,51.569,241.645,519.190,4.686,10.068,,,
2004,8-Aug,Abisko,Latnja,Control,LD2,LD2,Dryas,20cm x 20cm,RHO LAP,E,OL,0.00010,0.00006,0.062,1.645,52.270,1.107,0.032,0.001,47.218,317.720,522.700,6.729,11.070,,,
2004,8-Aug,Abisko,Latnja,Control,LD2,LD2,Dryas,20cm x 20cm,THA ALP,F,NL,0.00001,0.00001,0.012,0.833,44.073,2.342,0.005,0.000,18.819,528.876,440.730,28.104,23.420,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LH1,LH1,Heath,20cm x 20cm,EMP HER,E,OL,0.02258,0.00288,2.876,7.852,54.190,0.884,1.559,0.025,61.301,69.016,541.900,1.126,8.840,,,
2004,8-Aug,Abisko,Latnja,Control,LH1,LH1,Heath,20cm x 20cm,EMP HER,E,NL,0.01123,0.00133,1.332,8.435,53.592,1.398,0.714,0.019,38.335,63.535,535.920,1.657,13.980,,,
2004,8-Aug,Abisko,Latnja,Control,LH1,LH1,Heath,20cm x 20cm,BET NAN,D,NL,0.00904,0.00069,0.690,13.093,50.639,2.487,0.350,0.017,20.361,38.675,506.390,1.899,24.870,,,
2004,8-Aug,Abisko,Latnja,Control,LH1,LH1,Heath,20cm x 20cm,VAC VIT,E,OL,0.00490,0.00073,0.733,6.689,50.175,1.037,0.368,0.008,48.376,75.012,501.754,1.551,10.372,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LH1,LH1,Heath,20cm x 20cm,VAC VIT,E,NL,0.00309,0.00026,0.257,12.008,49.800,1.243,0.128,0.003,40.065,41.473,498.004,1.035,12.430,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LH2,LH2,Heath,20cm x 20cm,SAL HER,D,NL,0.01500,0.00037,0.374,40.118,48.709,1.812,0.182,0.007,26.881,12.142,487.090,0.452,18.120,,,
2004,8-Aug,Abisko,Latnja,Control,LH2,LH2,Heath,20cm x 20cm,PHY CAE,E,OL,0.00722,0.00041,0.408,17.706,50.713,1.394,0.207,0.006,36.379,28.642,507.130,0.787,13.940,,,
2004,8-Aug,Abisko,Latnja,Control,LH2,LH2,Heath,20cm x 20cm,PHY CAE,E,NL,0.00573,0.00037,0.365,15.690,49.971,1.744,0.182,0.006,28.653,31.848,499.710,1.112,17.440,,,
2004,8-Aug,Abisko,Latnja,Control,LH2,LH2,Heath,20cm x 20cm,CAR BIG,S,NL,0.00073,0.00002,0.017,42.765,44.330,2.173,0.008,0.000,20.400,10.366,443.300,0.508,21.730,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LH2,LH2,Heath,20cm x 20cm,VAC VIT,E,OL,0.00059,0.00006,0.060,9.871,50.175,1.037,0.030,0.001,48.376,50.830,501.754,1.051,10.372,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date.  Estimated proportion of OL and NL from LH1 proportions,,
2004,8-Aug,Abisko,Latnja,Control,LH2,LH2,Heath,20cm x 20cm,VAC VIT,E,NL,0.00037,0.00002,0.021,17.728,49.800,1.243,0.010,0.000,40.065,28.092,498.004,0.701,12.430,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date.  Estimated proportion of OL and NL from LH1 proportions,,
2004,8-Aug,Abisko,Latnja,Control,LM1,LM1,Mesic meadow,20cm x 20cm,VAC VIT,E,NL,0.00442,0.00039,0.394,11.203,49.566,1.652,0.195,0.007,30.004,44.245,495.660,1.475,16.520,,,
2004,8-Aug,Abisko,Latnja,Control,LM1,LM1,Mesic meadow,20cm x 20cm,VAC VIT,E,OL,0.00407,0.00054,0.541,7.516,50.321,1.255,0.272,0.007,40.096,66.955,503.210,1.670,12.550,,,
2004,8-Aug,Abisko,Latnja,Control,LM1,LM1,Mesic meadow,20cm x 20cm,CAR SPP,S,NL,0.00191,0.00147,1.474,1.298,46.080,2.579,0.679,0.038,17.867,354.958,460.800,19.866,25.790,,,
2004,8-Aug,Abisko,Latnja,Control,LM1,LM1,Mesic meadow,20cm x 20cm,GRASS,G,NL,0.00156,0.00012,0.118,13.263,44.371,1.997,0.052,0.002,22.219,33.456,443.710,1.506,19.970,grass #2,,
2004,8-Aug,Abisko,Latnja,Control,LM1,LM1,Mesic meadow,20cm x 20cm,GRASS,G,NL,0.00133,0.00008,0.083,16.060,43.930,1.182,0.036,0.001,37.166,27.353,439.300,0.736,11.820,"Red grass, grass #1",,
2004,8-Aug,Abisko,Latnja,Control,LM1,LM1,Mesic meadow,20cm x 20cm,THA ALP,F,NL,0.00133,0.00047,0.472,2.817,44.073,2.342,0.208,0.011,18.819,156.472,440.730,8.315,23.420,,,
2004,8-Aug,Abisko,Latnja,Control,LM1,LM1,Mesic meadow,20cm x 20cm,SIL ACA,F,NL,0.00100,0.00006,0.061,16.377,,,,,,,,,,No C or N estimate available: insignificant contribution to total C & N of harvest ,,
2004,8-Aug,Abisko,Latnja,Control,LM1,LM1,Mesic meadow,20cm x 20cm,RAN SPP,F,NL,0.00062,0.00004,0.037,16.649,,,,,,,,,,No C or N estimate available: insignificant contribution to total C & N of harvest ,,
2004,8-Aug,Abisko,Latnja,Control,LM1,LM1,Mesic meadow,20cm x 20cm,FES ALP,G,NL,0.00052,0.00030,0.297,1.744,45.401,1.695,0.135,0.005,26.785,260.311,454.010,9.718,16.950,"""Thin Grass"" in the cover categories",,
2004,8-Aug,Abisko,Latnja,Control,LM1,LM1,Mesic meadow,20cm x 20cm,CER ALP,F,NL,0.00042,0.00003,0.034,12.382,,,,,,,,,,No C or N estimate available: insignificant contribution to total C & N of harvest ,,
2004,8-Aug,Abisko,Latnja,Control,LM1,LM1,Mesic meadow,20cm x 20cm,SAL POL,D,NL,0.00027,0.00004,0.042,6.405,47.345,4.259,0.020,0.002,11.116,73.922,473.450,6.650,42.590,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LM1,LM1,Mesic meadow,20cm x 20cm,POL VIP,F,NL,0.00022,0.00003,0.029,7.690,46.405,2.486,0.013,0.001,18.670,60.347,464.050,3.232,24.855,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LM2,LM2,Mesic meadow,20cm x 20cm,CAR STA,S,NL,0.00549,0.00074,0.740,7.415,46.209,2.879,0.342,0.021,16.050,62.316,462.090,3.883,28.790,Sorted on 17-Aug-06.  Some of sample badly deteriorated ,,
2004,8-Aug,Abisko,Latnja,Control,LM2,LM2,Mesic meadow,20cm x 20cm,FES OVI,G,NL,0.00231,0.00075,0.746,3.097,45.111,1.703,0.337,0.013,26.489,145.683,451.110,5.500,17.030,Sorted on 17-Aug-06.  Some of sample badly deteriorated ,,
2004,8-Aug,Abisko,Latnja,Control,LM2,LM2,Mesic meadow,20cm x 20cm,POL VIP,F,NL,0.00190,0.00036,0.361,5.259,46.405,2.486,0.168,0.009,18.670,88.243,464.050,4.726,24.855,Sorted on 17-Aug-06.  Some of sample badly deteriorated ,,
2004,8-Aug,Abisko,Latnja,Control,LM2,LM2,Mesic meadow,20cm x 20cm,GRASS,G,NL,0.00113,0.00023,0.225,5.022,43.585,2.525,0.098,0.006,17.261,86.784,435.850,5.028,25.250,Sorted on 17-Aug-06.  Some of sample badly deteriorated ,,
2004,8-Aug,Abisko,Latnja,Control,LM2,LM2,Mesic meadow,20cm x 20cm,CER GLA,F,NL,0.00045,0.00004,0.036,12.382,,,,,,,,,,No C or N estimate available: insignificant contribution to total C & N of harvest ,,
2004,8-Aug,Abisko,Latnja,Control,LM2,LM2,Mesic meadow,20cm x 20cm,THA ALP,F,NL,0.00028,0.00015,0.153,1.827,44.073,2.342,0.067,0.004,18.819,241.223,440.730,12.818,23.420,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LSB1,LSB1,Snow bed,20cm x 20cm,VER ALP,F,NL+OL,n/a,0.00003,0.029,n/a,,,,,,,,,,No C or N estimate available: insignificant contribution to total C & N of harvest.  Leaf samples to old to scan: no other samples of this species. ,,
2004,8-Aug,Abisko,Latnja,Control,LSB1,LSB1,Snow bed,20cm x 20cm,SAL HER,D,NL,0.02297,0.00127,1.265,18.151,47.712,2.846,0.604,0.036,16.765,26.286,477.120,1.568,28.460,,,
2004,8-Aug,Abisko,Latnja,Control,LSB1,LSB1,Snow bed,20cm x 20cm,GNA SUP,F,OL,0.00331,0.00023,0.234,14.164,42.166,1.305,0.099,0.003,32.311,29.769,421.660,0.921,13.050,Silver star,,
2004,8-Aug,Abisko,Latnja,Control,LSB1,LSB1,Snow bed,20cm x 20cm,GNA SUP,F,NL,0.00306,0.00023,0.234,13.082,42.422,3.916,0.099,0.009,10.833,32.428,424.220,2.993,39.160,Silver star,,
2004,8-Aug,Abisko,Latnja,Control,LSB1,LSB1,Snow bed,20cm x 20cm,EQU ARV,P,NL+OL,0.00214,0.00019,0.194,11.031,39.231,2.490,0.076,0.005,15.755,35.565,392.310,2.257,24.900,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LSB1,LSB1,Snow bed,20cm x 20cm,CAR BIG,S,NL,0.00021,0.00001,0.012,17.417,44.330,2.173,0.005,0.000,20.400,25.453,443.300,1.248,21.730,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LSB1,LSB1,Snow bed,20cm x 20cm,FES ALP,G,NL,0.00018,0.00002,0.023,7.652,45.401,1.695,0.010,0.000,26.785,59.331,454.010,2.215,16.950,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LSB2,LSB2,Snow bed,20cm x 20cm,GNA SUP,F,NL,0.01090,0.00039,0.393,27.761,44.528,1.677,0.175,0.007,26.552,16.040,445.280,0.604,16.770,,,
2004,8-Aug,Abisko,Latnja,Control,LSB2,LSB2,Snow bed,20cm x 20cm,CAS HYP,E,OL+OS,0.00546,0.00028,0.280,19.482,50.857,1.176,0.142,0.003,43.246,26.104,508.570,0.604,11.760,,,
2004,8-Aug,Abisko,Latnja,Control,LSB2,LSB2,Snow bed,20cm x 20cm,SAL HER,D,NL,0.00228,0.00012,0.117,19.453,48.428,2.193,0.057,0.003,22.083,24.895,484.280,1.127,21.930,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LSB2,LSB2,Snow bed,20cm x 20cm,CAS HYP,E,NL+NS,0.00109,0.00006,0.056,19.622,50.938,1.695,0.028,0.001,30.052,25.959,509.380,0.864,16.950,,,
2004,8-Aug,Abisko,Latnja,Control,LTT1,LTT1,Tussock tundra,20cm x 20cm,ERI VAG,S,NL,0.01539,0.00097,0.967,15.917,46.827,1.863,0.453,0.018,25.142,29.419,468.270,1.170,18.625,,,
2004,8-Aug,Abisko,Latnja,Control,LTT1,LTT1,Tussock tundra,20cm x 20cm,EMP HER,E,OL,0.00449,0.00025,0.247,18.170,51.397,0.831,0.127,0.002,61.850,28.287,513.970,0.457,8.310,,,
2004,8-Aug,Abisko,Latnja,Control,LTT1,LTT1,Tussock tundra,20cm x 20cm,VAC VIT,E,OL,0.00230,0.00032,0.321,7.147,50.367,0.868,0.162,0.003,58.026,70.470,503.670,1.214,8.680,,,
2004,8-Aug,Abisko,Latnja,Control,LTT1,LTT1,Tussock tundra,20cm x 20cm,VAC VIT,E,NL,0.00130,0.00016,0.156,8.361,49.919,1.056,0.078,0.002,47.272,59.703,499.190,1.263,10.560,,,
2004,8-Aug,Abisko,Latnja,Control,LTT1,LTT1,Tussock tundra,20cm x 20cm,EMP HER,E,NL,0.00093,0.00005,0.052,17.942,50.507,1.307,0.026,0.001,38.643,28.150,505.070,0.728,13.070,,,
2004,8-Aug,Abisko,Latnja,Control,LTT1,LTT1,Tussock tundra,20cm x 20cm,BET NAN,D,NL,0.00081,0.00007,0.070,11.500,50.639,2.487,0.035,0.002,20.361,44.034,506.390,2.163,24.870,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LTT1,LTT1,Tussock tundra,20cm x 20cm,SAL HER,D,NL,0.00056,0.00004,0.036,15.517,48.428,2.193,0.017,0.001,22.083,31.209,484.280,1.413,21.930,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LTT1,LTT1,Tussock tundra,20cm x 20cm,POL VIP,F,NL,0.00030,0.00001,0.014,21.143,46.405,2.486,0.006,0.000,18.670,21.948,464.050,1.176,24.855,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LTT2,LTT2,Tussock tundra,20cm x 20cm,ERI VAG,S,NL,0.01376,0.00072,0.723,19.028,46.452,1.981,0.336,0.014,23.449,24.413,464.520,1.041,19.810,,,
2004,8-Aug,Abisko,Latnja,Control,LTT2,LTT2,Tussock tundra,20cm x 20cm,SAL HER,D,NL,0.00749,0.00040,0.401,18.671,48.863,1.921,0.196,0.008,25.436,26.170,488.630,1.029,19.210,,,
2004,8-Aug,Abisko,Latnja,Control,LTT2,LTT2,Tussock tundra,20cm x 20cm,CAR BIG,S,NL,0.00282,0.00014,0.137,20.577,44.330,2.173,0.061,0.003,20.400,21.544,443.300,1.056,21.730,,,
2004,8-Aug,Abisko,Latnja,Control,LTT2,LTT2,Tussock tundra,20cm x 20cm,VAC VIT,E,NL,0.00160,0.00008,0.082,19.632,49.771,1.503,0.041,0.001,33.114,25.352,497.710,0.766,15.030,,,
2004,8-Aug,Abisko,Latnja,Control,LTT2,LTT2,Tussock tundra,20cm x 20cm,PHY CAE,E,OL,0.00125,0.00006,0.061,20.492,49.350,1.196,0.030,0.001,41.280,24.083,493.500,0.583,11.955,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LTT2,LTT2,Tussock tundra,20cm x 20cm,VAC VIT,E,OL,0.00124,0.00011,0.109,11.360,49.821,0.937,0.054,0.001,53.171,43.855,498.210,0.825,9.370,,,
2004,8-Aug,Abisko,Latnja,Control,LTT2,LTT2,Tussock tundra,20cm x 20cm,PHY CAE,E,NL,0.00118,0.00006,0.057,20.719,49.940,1.527,0.028,0.001,32.715,24.103,499.395,0.737,15.265,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
2004,8-Aug,Abisko,Latnja,Control,LTT2,LTT2,Tussock tundra,20cm x 20cm,POL VIP,F,NL,0.00034,0.00003,0.031,10.861,46.405,2.486,0.014,0.001,18.670,42.728,464.050,2.289,24.855,%C and %N estimated from CHN anlysis done on other samples of this species collected around approximately the same date,,
